Month,Weekday,Turbidity,Air Temperature (°C)
1,Thursday,39,1.2055555555555566
1,Thursday,40.1,1.3444444444444454
1,Thursday,38.1,1.6666666666666667
1,Thursday,37.2,2.449999999999998
1,Thursday,37,2.755555555555556
1,Thursday,38.3,3.0944444444444446
1,Thursday,38.6,3.533333333333333
1,Thursday,38.6,3.8444444444444454
1,Thursday,39.3,4.361111111111112
1,Thursday,39.5,4.2444444444444445
1,Thursday,38.9,4.4555555555555575
1,Thursday,39.5,4.749999999999998
1,Thursday,40.7,4.827777777777777
1,Thursday,41.2,4.811111111111109
1,Thursday,40.7,4.9333333333333345
1,Thursday,37.2,4.8388888888888895
1,Thursday,37.7,4.155555555555554
1,Thursday,39.7,4.233333333333332
1,Thursday,38.4,4.53888888888889
1,Thursday,37.7,4.044444444444445
1,Thursday,36.8,4.000000000000002
1,Thursday,37.4,4.022222222222223
1,Thursday,35.6,4.016666666666665
1,Thursday,35.9,3.9222222222222234
1,Thursday,36.1,3.9111111111111105
1,Thursday,36.4,3.555555555555555
1,Thursday,35.4,3.3888888888888897
1,Thursday,34.4,3.3444444444444463
1,Thursday,36.7,3.355555555555555
1,Thursday,35.4,3.099999999999999
1,Thursday,34.8,3.022222222222221
1,Thursday,34.5,2.883333333333332
1,Thursday,36,2.7777777777777777
1,Thursday,36.1,2.805555555555554
1,Thursday,35.1,2.6555555555555563
1,Thursday,35.6,2.5333333333333345
1,Thursday,35.8,2.5222222222222217
1,Thursday,35.3,2.461111111111111
1,Thursday,34.8,2.1499999999999986
1,Thursday,34.5,1.9611111111111117
1,Thursday,34.7,1.8555555555555574
1,Thursday,33.4,1.8277777777777773
1,Thursday,35.6,1.849999999999999
1,Thursday,34.9,1.8888888888888882
1,Friday,39.6,1.900000000000001
1,Friday,34.8,1.9333333333333316
1,Friday,78.2,1.8055555555555556
1,Friday,55.5,1.6388888888888904
1,Friday,41.2,1.5222222222222233
1,Friday,36.9,1.4611111111111126
1,Friday,36.7,1.4111111111111105
1,Friday,37.5,1.5000000000000016
1,Friday,37.1,1.5333333333333323
1,Friday,36.1,1.505555555555556
1,Friday,36.6,1.3944444444444433
1,Friday,35.7,1.3166666666666653
1,Friday,36.6,1.2444444444444456
1,Friday,36.9,1.1111111111111112
1,Friday,36.6,1.0277777777777786
1,Friday,36.6,0.9500000000000005
1,Friday,36.4,0.8777777777777769
1,Friday,38.6,0.7944444444444443
1,Friday,34.4,0.944444444444446
1,Friday,38.2,0.9111111111111114
1,Friday,37.1,0.9666666666666678
1,Friday,38.9,1.0388888888888874
1,Friday,36.7,1.0611111111111091
1,Friday,35.7,0.9722222222222222
1,Friday,38,0.68888888888889
1,Friday,37.8,0.8222222222222205
1,Friday,37,0.6055555555555574
1,Friday,37.6,0.5111111111111121
1,Friday,37.5,0.39999999999999936
1,Friday,37.1,0.33333333333333415
1,Friday,36.8,0.38888888888889045
1,Friday,36.3,0.39444444444444493
1,Friday,35.8,0.3777777777777776
1,Friday,35.1,0.3111111111111124
1,Friday,34.6,0.2444444444444432
1,Friday,33.9,0.32777777777777967
1,Friday,35,0.5055555555555536
1,Friday,34.8,0.5944444444444446
1,Friday,34.7,1.0055555555555569
1,Friday,34.4,1.4499999999999997
1,Friday,34.5,1.5222222222222233
1,Friday,33.8,1.772222222222221
1,Friday,33.2,2.133333333333335
1,Friday,35.2,2.5277777777777763
1,Friday,32.9,2.872222222222223
1,Friday,37.3,3.2111111111111117
1,Friday,33.9,3.5999999999999983
1,Friday,33.7,3.994444444444443
1,Friday,36.7,4.41111111111111
1,Friday,37.8,4.794444444444446
1,Friday,36.8,5.327777777777779
1,Friday,34,5.899999999999999
1,Friday,NA,6.0888888888888895
1,Friday,32.6,6.533333333333332
1,Friday,32,6.655555555555554
1,Friday,32.4,6.988888888888888
1,Friday,32.6,7.349999999999998
1,Friday,35,8.166666666666668
1,Friday,35.5,8.450000000000001
1,Friday,35.7,8.972222222222221
1,Friday,36.2,9.422222222222224
1,Friday,36.7,9.766666666666666
1,Friday,36.7,9.688888888888888
1,Friday,37.1,9.766666666666666
1,Friday,36.5,9.916666666666666
1,Friday,36.6,10.205555555555556
1,Friday,36.2,10.094444444444445
1,Friday,36.5,10.355555555555556
1,Friday,34.9,10.127777777777775
1,Friday,37.9,9.955555555555556
1,Friday,37.5,9.705555555555556
1,Friday,36.6,9.43888888888889
1,Friday,36.5,9.449999999999998
1,Friday,36.3,9.255555555555553
1,Friday,36.9,8.955555555555556
1,Friday,35.7,9.005555555555556
1,Friday,34.7,8.933333333333332
1,Friday,34.7,8.922222222222224
1,Friday,34.4,8.783333333333335
1,Friday,33.8,8.699999999999998
1,Friday,33.9,8.644444444444446
1,Friday,32.7,8.488888888888889
1,Friday,32.7,8.333333333333334
1,Friday,32.6,8.105555555555558
1,Friday,32.2,7.883333333333332
1,Friday,32.5,8.305555555555557
1,Friday,32.1,8.538888888888888
1,Friday,32.4,8.699999999999998
1,Friday,32,8.755555555555553
1,Friday,31.9,8.694444444444445
1,Friday,32,8.32222222222222
1,Friday,32,8.155555555555557
1,Friday,32.3,8.027777777777779
1,Friday,32.3,8.038888888888888
1,Friday,32.9,7.96111111111111
1,Friday,29.7,7.861111111111111
1,Saturday,32.6,7.722222222222222
1,Saturday,35.2,7.838888888888889
1,Saturday,51.1,7.794444444444445
1,Saturday,31.4,7.783333333333331
1,Saturday,30.5,7.666666666666665
1,Saturday,30.6,7.638888888888889
1,Saturday,31.6,7.66111111111111
1,Saturday,30,7.550000000000002
1,Saturday,30.4,7.538888888888888
1,Saturday,29.7,7.6277777777777755
1,Saturday,30.5,7.894444444444446
1,Saturday,29.7,7.855555555555556
1,Saturday,30.6,7.666666666666665
1,Saturday,29.9,7.427777777777777
1,Saturday,31.3,7.088888888888888
1,Saturday,30.6,7.022222222222222
1,Saturday,31.6,6.83888888888889
1,Saturday,31.7,6.1833333333333345
1,Saturday,31.1,5.550000000000001
1,Saturday,31.1,4.9333333333333345
1,Saturday,31.6,4.355555555555558
1,Saturday,32.7,4.005555555555556
1,Saturday,33.8,3.611111111111111
1,Saturday,33.1,3.266666666666668
1,Saturday,31.9,2.944444444444443
1,Saturday,33.1,2.8888888888888906
1,Saturday,31.7,2.9111111111111123
1,Saturday,32.4,2.8777777777777778
1,Saturday,32,2.755555555555556
1,Saturday,32.9,2.638888888888889
1,Saturday,30.9,2.5277777777777763
1,Saturday,31,2.433333333333335
1,Saturday,32.4,2.261111111111111
1,Saturday,32.4,2.1222222222222222
1,Saturday,31.9,1.9277777777777771
1,Saturday,31.7,1.6277777777777775
1,Saturday,31,1.6499999999999995
1,Saturday,30.8,1.8000000000000012
1,Saturday,30.8,1.8555555555555574
1,Saturday,30.8,2.2222222222222223
1,Saturday,30.5,2.7888888888888905
1,Saturday,31.8,2.872222222222223
1,Saturday,32.9,2.983333333333332
1,Saturday,31.5,2.4555555555555566
1,Saturday,30.8,2.805555555555554
1,Saturday,32.3,2.7888888888888905
1,Saturday,32.5,2.3499999999999983
1,Saturday,31.6,2.688888888888891
1,Saturday,37.3,2.144444444444444
1,Saturday,48.9,2.433333333333335
1,Saturday,66.9,2.0722222222222206
1,Saturday,37.6,1.9611111111111117
1,Saturday,37,2.133333333333335
1,Saturday,52.3,1.7777777777777795
1,Saturday,47.8,1.6111111111111103
1,Saturday,49.7,1.555555555555554
1,Saturday,50.8,1.6000000000000014
1,Saturday,39.3,2.283333333333333
1,Saturday,37.4,1.7055555555555557
1,Saturday,36.1,1.7555555555555538
1,Saturday,38.1,2.027777777777777
1,Saturday,36.4,2.3555555555555565
1,Saturday,33.2,2.322222222222222
1,Saturday,32.2,2.538888888888889
1,Saturday,31.8,2.9666666666666686
1,Saturday,31.4,2.866666666666665
1,Saturday,30.6,2.983333333333332
1,Saturday,30.6,2.9277777777777794
1,Saturday,30.5,2.727777777777776
1,Saturday,30,2.4555555555555566
1,Saturday,31,2.2499999999999982
1,Saturday,30.7,2.244444444444444
1,Saturday,30.2,2.0722222222222206
1,Saturday,36.3,1.7888888888888883
1,Saturday,34,1.5111111111111104
1,Saturday,40.2,1.2777777777777761
1,Saturday,40,0.9111111111111114
1,Saturday,38.4,0.5999999999999991
1,Saturday,42.7,0.5444444444444427
1,Saturday,45,0.38888888888889045
1,Saturday,44.1,0.3722222222222232
1,Saturday,47,0.4999999999999992
1,Saturday,44.5,0.39999999999999936
1,Saturday,43.8,0.22777777777777589
1,Saturday,43.6,0.4500000000000013
1,Saturday,56.7,0.5722222222222229
1,Saturday,40.3,0.30555555555555397
1,Saturday,41.1,0.21111111111111253
1,Saturday,43.5,0.0611111111111108
1,Saturday,42.2,0.4888888888888903
1,Saturday,40.7,0.5444444444444427
1,Saturday,40.5,0.06666666666666525
1,Saturday,39.4,-0.33333333333333415
1,Saturday,40,-0.11111111111111072
1,Saturday,38,0.30555555555555397
1,Saturday,38,-0.011111111111110874
1,Sunday,35.7,-0.0777777777777781
1,Sunday,37.3,-0.472222222222223
1,Sunday,36.8,-0.7000000000000008
1,Sunday,35.9,-0.6777777777777771
1,Sunday,27.7,-0.8666666666666659
1,Sunday,34.6,-1.0444444444444438
1,Sunday,33.5,-0.8722222222222223
1,Sunday,34.6,-0.7666666666666662
1,Sunday,34.5,-0.7666666666666662
1,Sunday,34.7,-0.7111111111111117
1,Sunday,32.7,-0.6666666666666663
1,Sunday,32.1,-0.5555555555555556
1,Sunday,31.3,-0.5333333333333338
1,Sunday,32.3,-0.5277777777777773
1,Sunday,31.4,-0.5833333333333337
1,Sunday,31.7,-0.5944444444444446
1,Sunday,32.4,-0.561111111111112
1,Sunday,31.7,-0.5166666666666665
1,Sunday,32,-0.5277777777777773
1,Sunday,31.3,-0.5388888888888883
1,Sunday,32,-0.44444444444444486
1,Sunday,31.1,-0.3166666666666668
1,Sunday,31.9,-0.1722222222222215
1,Sunday,30.4,-0.04999999999999992
1,Sunday,29.6,0.011111111111112848
1,Sunday,34.7,0.0500000000000019
1,Sunday,34.6,0.10555555555555429
1,Sunday,36.4,0.18333333333333238
1,Sunday,35.3,0.344444444444443
1,Sunday,32.9,0.33333333333333415
1,Sunday,32.6,0.3388888888888886
1,Sunday,34.6,0.3722222222222232
1,Sunday,33.2,0.38888888888889045
1,Sunday,34.7,0.5111111111111121
1,Sunday,32.6,0.4833333333333319
1,Sunday,36.8,0.38888888888889045
1,Sunday,35.2,0.43888888888888844
1,Sunday,38.1,0.7166666666666662
1,Sunday,35.8,1.0444444444444458
1,Sunday,34.3,1.4555555555555542
1,Sunday,37,1.8944444444444426
1,Sunday,34,2.3166666666666678
1,Sunday,36.5,2.7611111111111106
1,Sunday,34.3,3.072222222222223
1,Sunday,35.5,3.4222222222222203
1,Sunday,35.3,3.7277777777777783
1,Sunday,32.3,4.1499999999999995
1,Sunday,34.1,4.555555555555557
1,Sunday,34.5,5.083333333333332
1,Sunday,33.3,5.727777777777779
1,Sunday,34.1,6.283333333333335
1,Sunday,34,6.933333333333332
1,Sunday,31.7,7.449999999999998
1,Sunday,30.8,7.938888888888887
1,Sunday,29.3,8.32777777777778
1,Sunday,31.4,8.594444444444443
1,Sunday,32.3,8.872222222222222
1,Sunday,31.8,9.149999999999999
1,Sunday,35.1,9.344444444444443
1,Sunday,39.3,9.549999999999999
1,Sunday,36.6,9.533333333333331
1,Sunday,35.1,9.63888888888889
1,Sunday,31.7,9.627777777777776
1,Sunday,32.8,9.761111111111111
1,Sunday,32.3,10.144444444444442
1,Sunday,33.4,9.961111111111112
1,Sunday,35.2,10.538888888888888
1,Sunday,35.2,10.577777777777776
1,Sunday,36.3,10.288888888888891
1,Sunday,36.2,9.905555555555555
1,Sunday,36.7,9.877777777777778
1,Sunday,37.9,9.727777777777776
1,Sunday,36.5,9.516666666666667
1,Sunday,36.4,9.444444444444445
1,Sunday,35.1,9.544444444444444
1,Sunday,37,9.094444444444443
1,Sunday,34.8,9.083333333333334
1,Sunday,35.7,8.93888888888889
1,Sunday,42.6,8.472222222222221
1,Sunday,44.8,8.427777777777779
1,Sunday,47,8.038888888888888
1,Sunday,47.1,7.711111111111112
1,Sunday,45,7.5166666666666675
1,Sunday,42.7,7.533333333333335
1,Sunday,42.3,7.461111111111112
1,Sunday,43,7.561111111111111
1,Sunday,41.4,7.655555555555556
1,Sunday,41,7.6111111111111125
1,Sunday,42.6,7.477777777777779
1,Sunday,40.8,7.294444444444445
1,Sunday,40.3,7.349999999999998
1,Sunday,38.3,7.272222222222224
1,Sunday,37.1,7.194444444444446
1,Sunday,39.2,7.122222222222222
1,Sunday,38.7,6.927777777777777
1,Sunday,40.5,6.522222222222223
1,Monday,38.1,6.277777777777776
1,Monday,35.6,6.238888888888887
1,Monday,35.4,5.977777777777777
1,Monday,32.7,5.777777777777777
1,Monday,36.8,5.572222222222223
1,Monday,34,5.550000000000001
1,Monday,32.3,5.46111111111111
1,Monday,49.6,5.316666666666666
1,Monday,47.8,5.455555555555556
1,Monday,40.1,5.538888888888888
1,Monday,35.2,5.750000000000001
1,Monday,34.1,5.68888888888889
1,Monday,34.6,5.777777777777777
1,Monday,31.8,5.8500000000000005
1,Monday,27.9,5.650000000000001
1,Monday,28,5.472222222222223
1,Monday,27.5,5.211111111111112
1,Monday,29.2,4.705555555555555
1,Monday,28.7,4.555555555555557
1,Monday,28.1,4.577777777777779
1,Monday,29.8,4.666666666666666
1,Monday,28.7,4.800000000000001
1,Monday,27.9,5.1
1,Monday,27.8,5.133333333333335
1,Monday,27.5,4.938888888888889
1,Monday,27.1,4.972222222222224
1,Monday,29.3,5.1611111111111105
1,Monday,28.1,5.26111111111111
1,Monday,29.5,5.433333333333334
1,Monday,28.1,5.533333333333334
1,Monday,27.6,5.555555555555555
1,Monday,29.7,5.511111111111112
1,Monday,32.6,5.455555555555556
1,Monday,34.6,5.38888888888889
1,Monday,35.2,5.5277777777777795
1,Monday,36.5,5.655555555555555
1,Monday,39.5,5.655555555555555
1,Monday,40.4,5.938888888888887
1,Monday,39.2,6.022222222222224
1,Monday,39.5,6.1833333333333345
1,Monday,41.5,6.67777777777778
1,Monday,40.9,7.055555555555557
1,Monday,39.3,7.472222222222224
1,Monday,39.8,7.966666666666669
1,Monday,39.6,8.399999999999999
1,Monday,41.3,8.833333333333334
1,Monday,38.9,9.677777777777779
1,Monday,38.9,10.038888888888888
1,Monday,40.9,10.533333333333335
1,Monday,41.1,11.11111111111111
1,Monday,44.3,11.377777777777775
1,Monday,46.2,11.466666666666667
1,Monday,46.5,11.777777777777779
1,Monday,55.3,11.572222222222221
1,Monday,50.5,11.866666666666667
1,Monday,51.4,12.383333333333333
1,Monday,65.1,12.205555555555556
1,Monday,54.6,12.455555555555556
1,Monday,57.2,12.7
1,Monday,69.5,12.750000000000002
1,Monday,52.1,13.483333333333336
1,Monday,94.8,13.977777777777776
1,Monday,81.3,14.222222222222221
1,Monday,57.2,14.877777777777778
1,Monday,43.1,14.527777777777779
1,Monday,38,15.027777777777779
1,Monday,34.1,14.63888888888889
1,Monday,35.5,14.827777777777776
1,Monday,34.9,15.650000000000002
1,Monday,34.2,16.288888888888888
1,Monday,33.3,16.477777777777774
1,Monday,29,15.994444444444444
1,Monday,26.6,16.022222222222226
1,Monday,27.8,14.41111111111111
1,Monday,27.6,12.694444444444445
1,Monday,27.1,12.5
1,Monday,27.2,12.305555555555555
1,Monday,25.8,11.183333333333334
1,Monday,30.4,11.344444444444445
1,Monday,27,10
1,Monday,28.7,9.083333333333334
1,Monday,27.7,8.722222222222223
1,Monday,28.6,8.711111111111112
1,Monday,35.4,7.8666666666666645
1,Monday,38.5,7.538888888888888
1,Monday,35.7,6.661111111111112
1,Monday,39.3,6.327777777777778
1,Monday,38.5,5.98888888888889
1,Monday,41.5,5.383333333333332
1,Monday,42.4,4.466666666666666
1,Monday,42,4.811111111111109
1,Monday,42.1,4.966666666666665
1,Monday,42.9,6.844444444444445
1,Monday,39.2,6.877777777777779
1,Monday,38.3,7.011111111111109
1,Monday,36,6.800000000000001
1,Tuesday,33.9,6.516666666666665
1,Tuesday,32.3,6.155555555555555
1,Tuesday,32.1,5.916666666666666
1,Tuesday,32.1,5.605555555555558
1,Tuesday,31.5,5.666666666666668
1,Tuesday,30.7,5.5277777777777795
1,Tuesday,30.7,5.033333333333335
1,Tuesday,28.7,4.7111111111111095
1,Tuesday,25.2,4.100000000000001
1,Tuesday,32.7,4.13888888888889
1,Tuesday,29,4.17777777777778
1,Tuesday,30.7,3.9611111111111126
1,Tuesday,28.1,3.022222222222221
1,Tuesday,26,3.0888888888888903
1,Tuesday,27.9,2.716666666666667
1,Tuesday,26.7,2.950000000000001
1,Tuesday,27.9,3.06111111111111
1,Tuesday,27.8,3.0444444444444425
1,Tuesday,28,2.9777777777777774
1,Tuesday,32.1,2.5722222222222237
1,Tuesday,32.1,1.7277777777777774
1,Tuesday,32,0.8611111111111095
1,Tuesday,29.5,1.7277777777777774
1,Tuesday,28.3,1.5000000000000016
1,Tuesday,27.8,1.1833333333333347
1,Tuesday,27.4,0.8611111111111095
1,Tuesday,27.5,0.9388888888888877
1,Tuesday,27.2,1.1388888888888873
1,Tuesday,26.8,1.0166666666666657
1,Tuesday,27.4,1.5333333333333323
1,Tuesday,26.6,1.466666666666667
1,Tuesday,25.2,1.0888888888888895
1,Tuesday,27.5,0.8666666666666679
1,Tuesday,27.6,0.9333333333333331
1,Tuesday,27.5,0.3166666666666668
1,Tuesday,27.3,0.4833333333333319
1,Tuesday,26.7,0.32777777777777967
1,Tuesday,27.5,0.49444444444444474
1,Tuesday,29.1,1.2555555555555544
1,Tuesday,27.8,2.1499999999999986
1,Tuesday,29.6,2.4944444444444454
1,Tuesday,29.3,2.9888888888888903
1,Tuesday,28.1,3.4388888888888878
1,Tuesday,28.4,3.788888888888889
1,Tuesday,28.1,4.1499999999999995
1,Tuesday,28.4,4.477777777777779
1,Tuesday,26.6,4.744444444444444
1,Tuesday,25.7,5.077777777777778
1,Tuesday,25.4,5.344444444444443
1,Tuesday,25.9,5.372222222222224
1,Tuesday,25.7,5.272222222222223
1,Tuesday,25.8,5.394444444444445
1,Tuesday,25.2,5.499999999999999
1,Tuesday,22.4,5.555555555555555
1,Tuesday,22.9,5.455555555555556
1,Tuesday,23.2,5.3999999999999995
1,Tuesday,23.9,5.250000000000002
1,Tuesday,24.2,5.072222222222224
1,Tuesday,23.3,4.733333333333335
1,Tuesday,23.1,4.405555555555555
1,Tuesday,25.1,4.13888888888889
1,Tuesday,26,3.7833333333333345
1,Tuesday,27.4,3.444444444444446
1,Tuesday,26.7,2.8888888888888906
1,Tuesday,26.7,2.1000000000000005
1,Tuesday,26.5,1.3444444444444454
1,Tuesday,27.7,0.8833333333333352
1,Tuesday,26.8,0.4833333333333319
1,Tuesday,26.1,0.03888888888888905
1,Tuesday,27,-0.1222222222222216
1,Tuesday,26.1,-0.6333333333333336
1,Tuesday,26.9,-0.9555555555555549
1,Tuesday,26.4,-1.2722222222222217
1,Tuesday,24.9,-1.6055555555555558
1,Tuesday,25.4,-1.8611111111111118
1,Tuesday,25.3,-2.1222222222222222
1,Tuesday,25.2,-2.4055555555555546
1,Tuesday,24.3,-2.5166666666666675
1,Tuesday,25,-2.5944444444444454
1,Tuesday,25.8,-2.561111111111111
1,Tuesday,26.6,-2.8777777777777778
1,Tuesday,26.1,-3.0444444444444447
1,Tuesday,26.5,-3.0444444444444447
1,Tuesday,26.2,-3.1333333333333337
1,Tuesday,24.4,-3.6055555555555543
1,Tuesday,23.3,-3.9611111111111104
1,Tuesday,25.1,-4.138888888888889
1,Tuesday,25.2,-4.433333333333334
1,Tuesday,25.8,-4.466666666666666
1,Tuesday,26.1,-4.511111111111112
1,Tuesday,25.9,-4.666666666666666
1,Tuesday,25.1,-4.8055555555555545
1,Tuesday,24.2,-4.8500000000000005
1,Tuesday,24.6,-4.777777777777779
1,Tuesday,23.4,-4.8055555555555545
1,Tuesday,24.4,-4.916666666666668
1,Wednesday,24.1,-5.199999999999999
1,Wednesday,24.4,-5.472222222222223
1,Wednesday,24.8,-5.627777777777776
1,Wednesday,23.5,-5.594444444444445
1,Wednesday,25.5,-5.922222222222222
1,Wednesday,23.5,-6.2333333333333325
1,Wednesday,23.8,-6.372222222222222
1,Wednesday,22.6,-6.677777777777777
1,Wednesday,21.3,-6.833333333333333
1,Wednesday,21.6,-7.055555555555555
1,Wednesday,21.4,-7.211111111111112
1,Wednesday,23.3,-7.183333333333334
1,Wednesday,23.1,-7.344444444444444
1,Wednesday,24,-7.405555555555555
1,Wednesday,25.3,-7.449999999999999
1,Wednesday,24.7,-7.527777777777778
1,Wednesday,23.8,-7.822222222222221
1,Wednesday,24,-7.977777777777778
1,Wednesday,24.1,-8.016666666666667
1,Wednesday,24.5,-8.088888888888889
1,Wednesday,24.6,-8.194444444444445
1,Wednesday,25.8,-8.33888888888889
1,Wednesday,24.9,-8.533333333333333
1,Wednesday,27,-8.7
1,Wednesday,26.5,-8.850000000000001
1,Wednesday,27.8,-8.95
1,Wednesday,26.5,-9.066666666666666
1,Wednesday,26.7,-9.266666666666667
1,Wednesday,25.6,-9.43888888888889
1,Wednesday,24.8,-9.544444444444444
1,Wednesday,24.1,-9.583333333333334
1,Wednesday,25.6,-9.738888888888889
1,Wednesday,26.6,-9.911111111111111
1,Wednesday,25.6,-10.088888888888889
1,Wednesday,26.4,-10.155555555555557
1,Wednesday,26.6,-9.966666666666665
1,Wednesday,26,-9.544444444444444
1,Wednesday,25.8,-9.094444444444443
1,Wednesday,26.8,-8.627777777777778
1,Wednesday,26.4,-8.461111111111112
1,Wednesday,24.9,-8.294444444444444
1,Wednesday,24.9,-7.794444444444445
1,Wednesday,24.8,-7.966666666666667
1,Wednesday,24,-7.755555555555556
1,Wednesday,23.1,-8.033333333333335
1,Wednesday,24.1,-7.96111111111111
1,Wednesday,24.1,-7.755555555555556
1,Wednesday,24.2,-7.277777777777778
1,Wednesday,24.1,-6.8277777777777775
1,Wednesday,24.8,-6.51111111111111
1,Wednesday,22.8,-6.51111111111111
1,Wednesday,23,-6.172222222222222
1,Wednesday,21.8,-6.438888888888889
1,Wednesday,24.3,-5.916666666666666
1,Wednesday,24.6,-6
1,Wednesday,22.5,-6.311111111111111
1,Wednesday,25,-5.688888888888887
1,Wednesday,23.2,-5.6722222222222225
1,Wednesday,22.9,-5.388888888888889
1,Wednesday,23.8,-5.1944444444444455
1,Wednesday,22.6,-5
1,Wednesday,21,-5.005555555555556
1,Wednesday,20.8,-4.883333333333333
1,Wednesday,20.1,-4.7
1,Wednesday,20.6,-4.661111111111111
1,Wednesday,20.8,-4.583333333333333
1,Wednesday,19.4,-4.172222222222223
1,Wednesday,19.5,-3.822222222222221
1,Wednesday,19.5,-3.922222222222222
1,Wednesday,18.7,-3.344444444444444
1,Wednesday,19.5,-3.4500000000000006
1,Wednesday,18.6,-3.672222222222222
1,Wednesday,18.6,-3.711111111111111
1,Wednesday,18.8,-4.272222222222222
1,Wednesday,19.9,-4.761111111111111
1,Wednesday,18.8,-5.388888888888889
1,Wednesday,18.9,-5.894444444444444
1,Wednesday,19.6,-6.4444444444444455
1,Wednesday,18.9,-7.28888888888889
1,Wednesday,19.3,-7.933333333333334
1,Wednesday,20.1,-8.327777777777776
1,Wednesday,21.4,-8.705555555555556
1,Wednesday,19,-8.86111111111111
1,Wednesday,19.8,-9.161111111111113
1,Wednesday,21.4,-9.5
1,Wednesday,20.9,-9.63888888888889
1,Wednesday,21.5,-9.700000000000001
1,Wednesday,22.3,-9.922222222222222
1,Wednesday,21.2,-10.02222222222222
1,Wednesday,21.4,-9.422222222222224
1,Wednesday,20.8,-9.422222222222224
1,Wednesday,21.2,-9.75
1,Wednesday,20.9,-10.100000000000001
1,Wednesday,22,-10.133333333333335
1,Wednesday,25.4,-9.83888888888889
1,Wednesday,20.9,-9.966666666666665
1,Thursday,21.2,-10.083333333333334
1,Thursday,21,-9.594444444444443
1,Thursday,19.9,-9.533333333333333
1,Thursday,19.9,-9.377777777777778
1,Thursday,20.3,-9.200000000000001
1,Thursday,21.5,-8.594444444444443
1,Thursday,20.5,-8.266666666666666
1,Thursday,20.2,-8.450000000000001
1,Thursday,21,-8.416666666666666
1,Thursday,19.1,-8.350000000000001
1,Thursday,19.1,-7.866666666666666
1,Thursday,17,-8
1,Thursday,18.6,-7.816666666666666
1,Thursday,18.1,-7.8999999999999995
1,Thursday,19.3,-8.327777777777776
1,Thursday,18.5,-8.4
1,Thursday,17.5,-8.177777777777777
1,Thursday,17.1,-8.077777777777776
1,Thursday,17.1,-8.227777777777778
1,Thursday,17.2,-8.094444444444443
1,Thursday,17.5,-7.972222222222222
1,Thursday,18.2,-8.277777777777779
1,Thursday,19.3,-8.505555555555555
1,Thursday,19.4,-8.722222222222221
1,Thursday,19.5,-9.083333333333334
1,Thursday,19.5,-9.461111111111112
1,Thursday,19,-9.666666666666666
1,Thursday,19.1,-9.955555555555556
1,Thursday,19.4,-10.261111111111111
1,Thursday,19.6,-10.63888888888889
1,Thursday,20.6,-11.033333333333333
1,Thursday,20,-10.944444444444445
1,Thursday,19.7,-11.06111111111111
1,Thursday,20.8,-11.233333333333333
1,Thursday,20.1,-11.072222222222223
1,Thursday,20.9,-11.038888888888888
1,Thursday,20.6,-10.488888888888889
1,Thursday,22,-9.549999999999999
1,Thursday,22.3,-8.172222222222224
1,Thursday,19.7,-7.283333333333333
1,Thursday,19.7,-6.855555555555556
1,Thursday,19.8,-6.2666666666666675
1,Thursday,20.5,-5.861111111111111
1,Thursday,19.5,-5.416666666666667
1,Thursday,19,-4.8055555555555545
1,Thursday,19.4,-4.611111111111111
1,Thursday,20.2,-4.222222222222223
1,Thursday,19.1,-3.6000000000000005
1,Thursday,18.8,-3.072222222222223
1,Thursday,19.5,-2.588888888888889
1,Thursday,18.1,-1.988888888888888
1,Thursday,17.8,-1.6444444444444448
1,Thursday,18.2,-1.3555555555555563
1,Thursday,18.7,-0.9111111111111114
1,Thursday,18.4,-0.7555555555555552
1,Thursday,20.7,-0.7333333333333335
1,Thursday,20.5,-0.6666666666666663
1,Thursday,22.7,-0.7611111111111116
1,Thursday,24.7,-0.6666666666666663
1,Thursday,24.9,-0.4166666666666667
1,Thursday,26.8,-0.36666666666666675
1,Thursday,30.5,-0.14444444444444532
1,Thursday,35.5,-0.016666666666667298
1,Thursday,36.1,-0.022222222222221748
1,Thursday,38.1,-0.1222222222222216
1,Thursday,37.7,-0.24444444444444516
1,Thursday,36.1,-0.19999999999999968
1,Thursday,28.2,-0.16666666666666707
1,Thursday,22.9,-0.06666666666666722
1,Thursday,21.8,0.03888888888888905
1,Thursday,21.5,-0.016666666666667298
1,Thursday,19.5,0.11666666666666714
1,Thursday,20.2,0
1,Thursday,19.5,-0.22222222222222143
1,Thursday,20.5,-0.6333333333333336
1,Thursday,20,-0.8555555555555551
1,Thursday,28.3,-1.1833333333333327
1,Thursday,25.9,-1.5666666666666669
1,Thursday,24.5,-1.7999999999999992
1,Thursday,22.4,-1.988888888888888
1,Thursday,22.2,-2.155555555555555
1,Thursday,22.9,-2.411111111111111
1,Thursday,22.1,-2.677777777777778
1,Thursday,22,-2.9277777777777776
1,Thursday,21.5,-3.266666666666666
1,Thursday,23.6,-3.5833333333333335
1,Thursday,23.9,-3.788888888888889
1,Thursday,25.3,-4.044444444444445
1,Thursday,22.3,-4.472222222222222
1,Thursday,22.3,-4.905555555555555
1,Thursday,24.7,-5.233333333333334
1,Thursday,24.7,-5.633333333333334
1,Thursday,24.4,-5.911111111111111
1,Thursday,23.7,-6.23888888888889
1,Thursday,24.2,-6.5166666666666675
1,Thursday,35.5,-6.783333333333334
1,Friday,22.4,-7.022222222222222
1,Friday,22.9,-7.23888888888889
1,Friday,25.5,-7.477777777777779
